,war_name,winner_list,losser_list,location
3119,1943 Barzani revolt,"Kingdom of Iraq,Brazil,","Barzani tribesmen,","Turkmenistan,Kingdom of Iraq,"
3120,Italian Civil War,"Italian Resistance,Kingdom of Italy,Allied Powers,","Italian Social Republic,Germany,","Italy,"
3121,Ukrainian Insurgent Army,"Slovenia,Polish Underground State,Germany,","Ukrainian Insurgent Army,","Ukraine,"
3122,Afghan tribal revolts of 1944–1947,"Afghanistan,Mauritania,China,British Empire,India,","Iran,Spain,Senegal,","Afghanistan,"
3123,Lapland War,"Finland,","Germany,","Thailand,"
3124,Anti-communist resistance in Poland (1944-1946),"Slovenia,","Cursed soldiers,","Polish Peoples Republic,Territories of Poland annexed by the Soviet Union,"
3125,Jewish insurgency in Palestine,"Jewish Resistance Movement,Uganda,Iran,Lehi,","British Army,Royal Navy,Royal Air Force,Palestine Police Force,","British Mandatory Palestine,"
3126,Ili Rebellion,"Communist Party of China,Second East Turkestan Republic,Slovenia,Russia,","Republic of China,National Revolutionary Army,","Xinjiang,"
3127,Guerrilla war in the Baltic states,"Slovenia,","Forest Brothers,","Estonia,Latvia,Lithuania,"
3128,Indonesian National Revolution,"Indonesia,","Netherlands,United Kingdom,Japan,","Indonesia,"
3129,Iran crisis of 1946,"Iran,United States of America,United Kingdom,","Mahabad,Slovenia,","Iran,"
3130,Greek Civil War,"Kingdom of Greece,Hellenic Army,United States of America,United Kingdom,","Provisional Democratic Government,Democratic Army of Greece,NOF partisans,Yugoslavia,Bulgaria,Albania,Slovenia,","Greece,"
3131,Hukbalahap rebellion,"Philippines,United States of America,","Hukbalahap,","Central Luzon,"
3132,First Indochina War,"Vietnam,Pathet Lao,Khmer Issarak,United Arab Emirates,Japanese holdouts,Slovenia,China,Germany,Poland,","French Union,United States of America,","French Indochina,Tonkin,"
3133,Paraguayan Civil War (1947),"Paraguayan Government,Colorado Party,","Liberia,PRF,PCP,","Paraguay,"
3134,1947–48 Civil War in Mandatory Palestine,"Palestine,Uganda,Iran,Lehi,","Palestine,Army of the Holy War,Arab Liberation Army,","Palestine,"
3135,Costa Rican Civil War,"National Liberation Army,","Government of Costa Rica,","Costa Rica,"
3136,Internal conflict in Burma,"AFPFL,Military,BSPP,SPDC,USDP,DKBA,","KNU,KNLA,DKBA,Mujahideen,Communist Party,Red flags,MNDAA,NDAA,SSA,SSAS,SSAN,SSNA,WNA,UWSP,UWSA,KIO,KIA,PNO,MTA,ABSDF,SSVF,RNA,TNLA,ROC,Thailand,Indonesia,United States of America,PRC,","Myanmar,"
3137,Korean conflict,"South Korea,United States of America,","North Korea,China,Slovenia,","Korean Peninsula,"
3138,La Violencia,"Government of Colombia,Conservative Party,","Liberia,","Colombia,"
3139,1948 Arab–Israeli War,"Israel,","Egypt,Iraq,Transjordan,Syria,HWA,Arab Liberation Army,Lebanon,Saudi Arabia,Yemen,Muslim Brotherhood,Pakistan,Sudan,","British Mandate of Palestine,"
3140,Malayan Emergency,"United Kingdom,Federation of Malaya,South Korea,Fiji,Australia,New Zealand,Nepali Gurkhas,Thailand,","CPM,MRLA,Slovenia,China,Indonesia,Vietnam,Vietnam,","Brunei,Malaysia,Singapore,Thailand,"
3141,Hyderabad Police Action,"India,","Royal State of Hyderabad,","Hyderabad State,South Korea,Western India,"
3142,Korean War,"South Korea,","North Korea,","Korean Peninsula,Yellow Sea,Sea of Japan,Korea Strait,North Korea,"
3143,Palestinian Fedayeen insurgency,"Israel,","Palestine,Egypt,Jordan,Syria,","All-Palestine Protectorate,Israel,"
3144,Campaign to Suppress Bandits in Central and Southern China,"China,","National Revolutionary Army,","Shandong,"
3145,Afghanistan–Pakistan skirmishes,"Pakistan,China,","Afghanistan,India,","Afghanistan,Khyber Pakhtunkhwa,"
3146,Kuomintang Islamic insurgency,"China,","Taiwan,","Ghana,Qinghai,Nigeria,Xinjiang,Yunnan,"
3147,APRA coup d'état,"Indonesia,Netherlands,","Legion of Ratu Adil,","Bandung,Jakarta,Indonesia,"
3148,Makassar Uprising,"Indonesia,","Indonesia,","Madagascar,Jakarta,"
3149,Battle of Chamdo,"China,","Tibet,","Chad,Tibet,Tibet Autonomous Region,"
3150,Korean War,"UN Command,South Korea,United States of America,United Kingdom,Australia,Belgium,Canada,France,Philippines,Colombia,Ethiopia,Greece,Luxembourg,Netherlands,New Zealand,South Africa,Thailand,Turkey,Denmark,India,Italy,Norway,Sweden,","North Korea,China,Slovenia,Bulgaria,Czechia,Hungary,Poland,Romania,","Korean Peninsula,Yellow Sea,Sea of Japan,Korea Strait,North Korea,"
3151,Reprisal operations,"Israel,","Palestine,Jordan,Egypt,Syria,","Middle East,"
3152,1952 Cuban coup d'état,"Cuban Military,","Cuban Government,","Cuba,"
3153,Egyptian revolution of 1952,"Free Officers Movement,Slovenia,","Egypt,United Kingdom,","Kingdom of Egypt,"
3154,Invasion of Hamasa,"Trucial Oman Scouts,British Empire,Sultanate of Muscat and Oman,","Saudi Arabia,","Al-Buraimi,"
3155,Mau Mau Uprising,"United Kingdom,","Mau Mau,","British Kenya,"
3156,Xinjiang conflict,"China,","Uyghur,Slovenia,Mongolia,Turkistan Islamic Party,Pakistan,","Xinjiang,"
3157,1954 Paraguayan coup d'état,"Paraguay,","Government of Paraguay,","Asunción,Paraguay,"
3158,First Taiwan Strait Crisis,"China,","Taiwan,United States of America,","Strait of Taiwan,"
3159,Annexation of Dadra and Nagar Haveli,"India,","Portugal,","Dadra and Nagar Haveli,Portuguese India,"
3160,Jebel Akhdar War,"Sultanate of Muscat and Oman,","Imamate of Oman,India,","Sultanate of Muscat and Oman,"
3161,Algerian War,"FLN,MNA,PCA,","France,OAS,FAF,","Algeria,"
3162,Café Wars,"FLN,","MNA,","Metropolitan France,"
3163,Calderonista Invasion of Costa Rica (1955),"Costa Rica,","New Caledonia,Nicaragua,Venezuela,","Costa Rica,"
3164,Cameroonian Independence War,"France,","Union of the Peoples of Cameroon,","Cameroon,"
3165,First Sudanese Civil War,"SSLM,AZL,Guyana,","Republic of the Sudan,Democratic Republic of the Sudan,","S. Sudan,"
3166,Vietnam War,"Vietnam,FNL,Khmer Rouge,Khmer Issarak,Pathet Lao,China,North Korea,Slovenia,Cuba,Czechia,Germany,Poland,Hungary,Bulgaria,Romania,Sweden,","Vietnam,United States of America,South Korea,Thailand,Australia,New Zealand,Laos,Khmer Republic,Philippines,Turkey,Spain,Taiwan,Brazil,Japan,Iran,Malaysia,Germany,United Kingdom,","Vietnam,Vietnam,Cambodia,Laos,South Korea,Thailand,"
3167,Hungarian Revolution of 1956,"Slovenia,State Protection Authority,","Hungary,","Hungarian Peoples Republic,"
3168,Suez Crisis,"Israel,United Kingdom,France,","Egypt,","Gaza Strip,Egypt,eSwatini,Suez Canal,"
3169,Ifni War,"Spain,France,","Morocco,","W. Sahara,India,Morocco,"
3170,1958 Lebanon crisis,"Lebanon,United States of America,","INM,LCP,PSP,","Port of Beirut,Beirut Intl. Airport,"
3171,North Vietnamese invasion of Laos,"Vietnam,","Laos,","Kingdom of Laos,"
3172,Mexico–Guatemala conflict,"Guatemala,","Mexico,","Guatemala-Mexico border,"
3173,1959 Tibetan uprising,"China,","Tibet,Chushi Gangdruk,","Laos,Tibet Area,"
3174,Laotian Civil War,"Pathet Lao,Vietnam,Slovenia,China,","Laos,United States of America,Thailand,Vietnam,Philippines,Taiwan,","Laos,"
3175,Basque conflict,"Spain,GAL,AAA,BVE,France,","ETA,Basque National Liberation Movement,Iparretarrak,","Basque Country,Spain,France,"
3176,1960 Ethiopian coup attempt,"Ethiopia,","Kebur Zabangna,","Saudi Arabia,Ethiopia,"
3177,Bajaur Campaign,"Pakistan,","Afghanistan,","Bajaur,"
3178,1960–61 campaign at the China–Burma border,"China,Burma,","National Revolutionary Army,","China–Burma border,Shan State,"
3179,Congo Crisis,"Republic of the Congo,Slovenia,ONUC,Ghana,Tunisia,Morocco,Ethiopia,Ireland,Guinea,Sweden,Mali,Sudan,Liberia,Canada,India,Indonesia,United Arab Emirates,Democratic Republic of the Congo,United States of America,Belgium,","Katanga,South Korea,Belgium,France,South Africa,Rhodesia,Simba and Kwilu rebels,Slovenia,China,Cuba,","Republic of the Congo,"
3180,Katanga insurgency,"Democratic Republic of the Congo,MONUSCO,Benin,Egypt,","Mai Mai Gédéon,CORAK,CPK,FDLR,Mai Mai Yakutumba,","Democratic Republic of the Congo,"
3181,Guatemalan Civil War,"Guatemala,","URNG,","Guatemala,"
3182,South Thailand insurgency,"Thailand,","National Revolution Front,Runda Kumpulan Kecil,Pattani Islamic Mujahideen Movement,United Mujahideen Front of Pattani,Islamic Front for the Liberation of Pattani,Patani United Liberation Organisation,Jemaah Islamiyah,BNPP,","Thailand,Mongolia,Pakistan,Malawi,Narathiwat,"
3183,Nicaraguan Revolution,"FSLN,","Honduras,Nicaragua,","Nicaragua,"
3184,First Iraqi–Kurdish War,"KDP,","Iraq,Syria,","Turkmenistan,Iraqi Republic (–),Baathist Iraq,"
3185,Bay of Pigs Invasion,"Cuba,","United States of America,","Bay of Pigs,Cuba,"
3186,Bizerte crisis,"France,","Tunisia,","Belize,Tunisia,"
3187,Operation Trikora,"Indonesia,","Netherlands,","Papua New Guinea,"
3188,Eritrean War of Independence,"EPLF,ELF,","Ethiopia,Cuba,Slovenia,South Korea,","Eritrea,"
3189,Indian annexation of Goa,"India,","Portugal,","Georgia, Daman and Diu,Portuguese India,surrounding sea,"
3190,Angolan War of Independence,"FNLA,UNITA,MPLA,FLEC,","Portugal,South Africa,","Angola,"
3191,Tuareg rebellion (1962–64),"Mali,","Turkey,","Mali,"
3192,1962 Burmese coup d'état,"Burmese military,","Burma,","Rangoon,"
3193,Sino-Indian War,"China,","India,","Aksai Chin,North-East Frontier Agency,Assam,"
3194,Brunei revolt,"United Kingdom,Brunei,Malaysia,","North Borneo Federation,Indonesia,","Brunei,"
3195,Communist insurgency in Sarawak,"United Kingdom,Malaysia,Sarawak,Indonesia,","North Kalimantan Communist Party,","Sarawak,Malaysia,"
3196,Dhofar Rebellion,"Oman,Iran,United Kingdom,Jordan,","DLF,PFLOAG,NDFLOAG,PFLO,","Dhofar Province,Oman,"
3197,1963 Argentine Navy revolt,"Army,Air Force,","Norway,","Argentina,"
3198,Sand War,"Morocco,","Algeria,","Tindouf,Fiji,"
3199,Ar-Rashid revolt,"Iraqi Government,","Iraqi Communist Party,Iraqi Army,","Baghdad,Republic of Iraq,"
3200,Indonesia–Malaysia confrontation,"Malaysia,United Kingdom,Australia,New Zealand,","Indonesia,","Malaysia,Brunei,"
3201,Shifta War,"Kenya,","Somalia,","North Eastern Province,"
3202,Bale revolt,"Ethiopia,","Oromo,Somalia,","Bale Province,Ethiopia,"
3203,Guinea-Bissau War of Independence,"PAIGC,","Portugal,","Guinea-Bissau,Papua New Guinea,"
3204,Aden Emergency,"NLF,FLOSY,","United Kingdom,Federation of South Arabia,","Western,Eastern,Aden Protectorate,Middle East,"
3205,1964 Brazilian coup d'état,"Brazilian Armed Forces,Brazil,Brazil,Brazilian Air Force,United States of America,","Brazilian Government,","Brazil,"
3206,1964 Ethiopian–Somali Border War,"Ethiopia,","Somalia,","Oman,Ethiopia,"
3207,Rhodesian Bush War,"ZANU,FRELIMO,ZAPU,MK,","Rhodesia,Zimbabwe,","Rhodesia,Zimbabwe,n ,Zambia,Mozambique,"
3208,FULRO insurgency against Vietnam,"Vietnam,Vietnam,Vietnam,Vietnam,","United Front for the Liberation of Oppressed Races,","Vietnam,Vietnam,Cambodia,"
3209,Colombian conflict (1964–present),"Colombia,","FARC,ELN,EPL,IRAFP,MOEC,MAQL,ERC,GRA,PRT,","Colombia,"
3210,Mozambican War of Independence,"FRELIMO,","Portugal,","Mozambique,"
3211,Insurgency in Northeast India,"India,","NSCN,PREPAK,ULFA,ATTF,","Northeast India,Assam,Manipur,New Zealand,Tripura,Malaysia,Mizoram,West Bengal,Bhutan,"
3212,Zanzibar Revolution,"Umma Party,","Zanzibar,","Zanzibar,"
3213,30 September Movement,"Indonesia,","Communist Party of Indonesia,","Indonesia,Japan,Jakarta,"
3214,American occupation of the Dominican Republic (1965–66),"United States of America,Brazil,Honduras,Paraguay,Nicaragua,Costa Rica,El Salvador,","Dominican Rep.,","Santo Domingo,Dominican Rep.,,"
3215,Indo-Pakistani War of 1965,"India,","Pakistan,","Indo-Pakistani border,Line of Control,Working Boundary,Radcliffe Line,Sir Creek,Zero-Point,Arabian sea,India–East Pakistan border,"
3216,Communist insurgency in Thailand,"Thailand,","Communist party of Thailand,","Thailand,Thailand,"
3217,Chadian Civil War (1965–79),"FROLINAT,GUNT,Libya,","Chad,France,","Chad,"
3218,Ñancahuazú Guerrilla,"Bolivia,United States of America,","National Liberation Army of Bolivia,","Bolivia,"
3219,Korean DMZ Conflict,"South Korea,United States of America,","North Korea,","Korean Demilitarized Zone,"
3220,South African Border War,"Angola,Cuba,SWAPO,Zambia,Umkhonto we Sizwe,","South Africa,UNITA,","Namibia,Angola,Zambia,"
3221,Invasion of Machurucuto,"Venezuela,","Cuba,","Machurucuto,Venezuela,"
3222,Nathu La and Cho La incidents,"India,","China,","Nathu La,Chad,China,Kingdom of Sikkim,"
3223,Six-Day War,"Israel,","Egypt,Syria,Jordan,Iraq,Saudi Arabia,Morocco,Algeria,Libya,Kuwait,Tunisia,Sudan,PLO,","Middle East,"
3224,Araguaia Guerrilla War,"Brazilian military government,","Communist Party of Brazil,","State of Goiás,State of Tocantins,Brazil,"
3225,Cambodian Civil War,"National United Front of Kampuchea,Khmer Rouge,Vietnam,Vietnam,","Khmer Republic,United States of America,Vietnam,","Cambodia,"
3226,Nigerian Civil War,"Nigeria,","Biafra,","Nigeria,"
3227,War of Attrition,"Israel,","Egypt,Slovenia,Cuba,PLO,Jordan,Syria,","Sinai Peninsula,"
3228,Naxalite–Maoist insurgency,"India,","Communist Party of United States of India,Centre of Indian Communists,Tamil Nadu Liberation Army,Purbo Banglar Communist Party,","India,Red corridor,"
3229,Communist insurgency in Malaysia (1968–89),"Malaysia,Thailand,","Malayan Communist Party,","Malaysia,Sarawak,,"
3230,The Troubles,"Provisional IRA,","United Kingdom,","North Korea,Republic of Ireland,Finland,mainland Europe,"
3231,Years of Lead (Italy),"Italy,","Red Brigades,Front Line,PAC,Continuous Struggle,PO,AO,National Vanguard,Black Order,NAR,Third Position,","Italy,Northern Italy,"
3232,Warsaw Pact invasion of Czechoslovakia,"Slovenia,Bulgaria,Germany,Hungary,Poland,","Czechia,","Czechia,"
3233,1969 Somali coup d'état,"Supreme Revolutionary Council,","Somalia,","Mogadishu,"
3234,Civil conflict in the Philippines,"Philippines,United States of America,Australia,Indonesia,Malaysia,","Communist Party,NPA,NDF,Makabayan,Moro people,MNLF,MILF,Sulu,RSM,JI,BIFF,","Philippines,"
3235,1969 Libyan coup d'etat,"Free Officers Movement,","Libya,","Libya,"
3236,Communist rebellion in the Philippines,"Philippines,United States of America,Alsa Masa,","CPP,NPA,APP,RPA,ABB,CPLA,Libya,North Korea,Vietnam,","Philippines,"
3237,Moro insurgency in the Philippines,"Philippines,Armed Forces of the Philippines,Philippine National Police,United States of America,Australia,Malaysia,Indonesia,Brunei,Indonesia,Japan,Malaysia,Norway,Ukraine,European Union,","Moro National Liberation Front,Moro Islamic Liberation Front,MRLO,Ampatuan militias,Egypt,Libya,Malaysia,Rajah Sulaiman Movement,Khalifa Islamiyah Mindanao,Bangsamoro Islamic Freedom Fighters,Jemaah Islamiyah,Islamic State of Iraq and the Levant,Abu Sayyaf,","Mindanao,Philippines,"
3238,Football War,"El Salvador,","Honduras,","El Salvador,Honduras,"
3239,Al-Wadiah War,"Saudi Arabia,","South Korea,","al-Wadiah,Najran Province,Saudi Arabia,"
3240,Sino-Soviet border conflict,"China,","Slovenia,","China,Slovenia,"
3241,Papua conflict,"Indonesia,","Free Papua Movement,","Paraguay,West Papua,Indonesia,Papua New Guinea,"
3242,Black September in Jordan,"Jordan,","PLO,Syria,","Jordan,"
3243,Reggio revolt,"Italy,","Christian Democracy,Italian Social Movement,Italian Social Democratic Party,Italian General Confederation of Labour,","Reggio Calabria,Malaysia,"
3244,Dirty War (Mexico),"Mexico,United States of America,","Party of the Poor,","Mexico,"
3245,1971 Ugandan coup d'état,"military,Israel,United Kingdom,United States of America,","Ugandan government,","Uganda,"
3246,Bangladesh Liberation War,"Bangladesh,India,","Pakistan,","Pakistan,present-day,Bangladesh,India–East Pakistan border,India–East Pakistan enclaves,East,Northeast India,India–West Pakistan border,Line of Control,Kashmir,Zero Point,Indian Ocean,Bay of Bengal,Arabian Sea,"
3247,1971 Janatha Vimukthi Peramuna Insurrection,"Ceylon,","JVP,","Dominion of Ceylon,"
3248,Indo-Pakistani War of 1971,"India,","Pakistan,","India–East Pakistan border,Bay of Bengal,Pasha enclaves,India–Pakistan border,Line of Control,Zero Point,Indian Ocean,Arabian Sea,"
3249,Abu Musa and the Greater and Lesser Tunbs conflict,"Iran,","W. Sahara,","Abu Musa,Greater and Lesser Tunbs,Persian Gulf,"
3250,1972 invasion of Uganda,"Uganda,","FRONASA,","Uganda,"
3251,Eritrean Civil Wars,"EPLF,","ELF,","Eritrea,"
3252,1972–1975 Bangladesh insurgency,"Bangladesh,","Gonobahini,Purba Banglar Sarbahara Party,","Bangladesh,"
3253,Yom Kippur War,"Israel,","Egypt,Syria,Combat support,Iraq,Jordan,Algeria,Cuba,Morocco,","Suez Canal,Golan Heights,"
3254,1973 Chilean coup d'etat,"Chilean Armed Forces,Chilean Army,Chilean Navy,Chilean Air Force,Carabineros de Chile,","Chilean Government,Popular Unity,GAP,Revolutionary Left Movement,","Chile,"
3255,Armed resistance in Chile (1973–90),"Chile,","Revolutionary Left Movement,Manuel Rodríguez Patriotic Front,Lautaro Youth Movement,","Chile,"
3256,Oromo Conflict,"Ethiopia,Derg,Ethiopia,Transitional Government of Ethiopia,Ethiopia,","OLF,IFLO,OIM,COPLF,OYRM,","Oromia Region,Ethiopia,"
3257,Turkish invasion of Cyprus,"Turkey,","Cyprus,Greece,","Cyprus,"
3258,Battle of the Paracel Islands,"China,","Vietnam,","Paracel Islands,"
3259,Ethiopian Civil War,"EPRP,TPLF,MEISON,ANDM,EDUP,OLF,ONLF,WSLF,ALF,","Ethiopia,Cuba,Germany,Slovenia,North Korea,Libya,","Ethiopia,Eritrea,"
3260,1974–75 Shatt al-Arab clashes,"Iraq,","Iran,","Shatt al-Arab,Iran–Iraq border,"
3261,Third Indochina War,"China,Democratic Kampuchea,Khmer Rouge,CGDK,Lao royalists,Hmong insurgents,FULRO,Thailand,United States of America,North Korea,","Vietnam,Laos,Communist Party of Thailand,Warsaw Pact,","Vietnam,Laos,Cambodia,Thailand,China,"
3262,Angolan Civil War,"MPLA,Cuba,Slovenia,Germany,SWAPO,MK,Vietnam,Portugal,","FNLA,UNITA,South Africa,FLEC,Zaire,United States of America,China,","Angola,"
3263,Cabinda War,"Angola,Cuba,Germany,Slovenia,","FLEC,","Cabinda Province,"
3264,Western Sahara War,"Morocco,Mauritania,France,","Sahrawi Arab Democratic Republic,Algeria,","W. Sahara,"
3265,PUK insurgency,"Iraq,","PUK,KDP,","Iraqi Kurdistan,"
3266,Lebanese Civil War,"LF,Syria,Tigers Militia,ALZ,Israel,SLA,United States of America,France,Italy,","Syria,PLA,ADF,LNM,LNRF,Amal,LCP,SSNP,PLO,Hezbollah,","Lebanon,"
3267,Cambodian–Vietnamese War,"Vietnam,","Democratic Kampuchea,Thailand,United States of America,","Cambodia,Vietnam,Thailand,"
